Freq,InputRe,InputIm,OutputRe,OutputIm,Mag,Phase,SmoothMag,SmoothPhase
4877.387,15016.07,0,-736.4437,821.3612,-23.10594,134.8646,-26.12908,-366.7446
4882.813,12741.94,0,-832.406,459.4789,-23.09757,153.0405,-25.9219,-370.7226
4888.238,13287.66,0,-130.7882,813.7063,-24.24986,102.6014,-25.23501,-363.0529
4893.663,10838.98,0,-77.55511,-262.6647,-32.01316,-107.8282,-25.09415,-353.6461
4899.088,9488.718,0,9.987579,-440.2213,-26.66871,-91.3594,-25.82272,-351.8709
4904.514,12948.46,0,729.0304,373.3644,-23.47858,28.86885,-26.34363,-351.0343
4909.939,14892.68,0,1058.884,-546.7655,-21.30215,-29.57341,-26.89393,-343.6765
4915.365,17290.79,0,-77.73763,-347.3963,-33.76829,-103.7593,-26.45663,-350.9346
4920.79,8687.757,0,-1124.215,-611.3987,-17.7097,-155.0262,-26.57164,-360.4882
4926.215,16888.41,0,-464.2359,371.5211,-29.30488,142.5567,-26.42036,-359.3629
4931.641,18751.83,0,878.5142,1169.387,-21.76003,56.82724,-26.08924,-373.435
4937.066,12613.73,0,341.0923,967.8604,-21.581,75.09577,-25.7461,-384.1449
4942.491,14599.31,0,-1091.867,1470.306,-18.69548,131.9511,-25.53488,-397.939
4947.917,22881.77,0,-804.6042,183.3043,-29.15883,167.6094,-25.5984,-395.8892
4953.342,13308.08,0,97.94553,-21.95447,-42.38557,-12.72923,-25.07437,-397.6132
4958.768,14874.82,0,215.7642,337.6147,-31.26865,58.73735,-24.67902,-398.3471
4964.193,12579.94,0,-241.332,59.49841,-34.25015,166.4163,-24.56887,-391.2574
4969.618,9479.476,0,452.3549,-699.9337,-20.72009,-61.55978,-24.39732,-382.8928
4975.043,11629.69,0,262.2827,-496.6386,-26.13231,-64.66241,-23.68499,-371.6597
4980.469,16984.8,0,987.4687,-470.9984,-23.30401,-27.18643,-24.00476,-360.3283
4985.894,13741.32,0,-508.1519,-753.459,-23.91873,-127.0235,-23.59289,-362.9333
4991.319,9904.477,0,247.1048,-1548.521,-15.89988,-90.0431,-23.39842,-361.0097
4996.745,10610.27,0,-895.096,-1006.959,-18.66199,-136.6361,-23.36773,-362.8805
5002.17,9798.271,0,-434.7804,317.3746,-25.58389,145.6483,-23.62699,-373.6889
5007.596,10779.65,0,-800.3637,-652.5896,-21.00853,-144.0328,-23.25749,-383.4922
5013.021,12433.75,0,-266.599,-1520.609,-18.36629,-106.7718,-22.38717,-391.4432
5018.446,16393.66,0,-1569.317,67.47113,-21.1654,177.7534,-21.96145,-386.8019
5023.872,14849.23,0,-1690.686,1348.603,-17.69963,146.0832,-21.39569,-389.511
5029.297,13697.24,0,-1016.887,1355.765,-18.80932,132.136,-21.7515,-383.7212
5034.722,16953.93,0,183.1572,992.6652,-24.4248,82.9333,-21.82613,-379.3857
5040.147,11168.89,0,132.786,1019.111,-20.65565,87.85234,-21.761,-373.5749
5045.573,8697.065,0,5.743896,1145.549,-17.67614,97.22124,-21.43316,-361.5676
5050.998,14837.53,0,1040.043,675.5621,-20.93663,35.80893,-21.5739,-352.4225
5056.424,11558.09,0,-18.43323,-719.9009,-24.14003,-95.02518,-21.6729,-343.1893
5061.849,9725.46,0,631.4961,-449.3072,-21.39933,-38.26023,-21.68459,-345.8509
5067.274,11543.17,0,-767.0539,-4.301399,-24.10867,-179.6987,-22.08561,-330.6647
5072.7,11267.65,0,-834.5437,401.5696,-22.3286,156.2043,-22.39958,-317.8698
5078.125,15121.58,0,-311.1407,1136.189,-22.36926,109.5254,-22.79825,-331.6502
5083.55,13119.51,0,264.4368,425.3612,-28.19194,60.02695,-22.96888,-343.6654
5088.976,8191.03,0,294.0975,139.4673,-27.69974,26.38309,-23.23224,-340.8544
5094.401,13096.18,0,-4.571625,1051.66,-21.93623,94.83863,-23.25375,-343.9765
5099.826,15336.17,0,-1093.497,2057.116,-17.03416,125.1304,-23.3777,-352.4834
5105.252,20449.46,0,-226.8219,2363.388,-18.8553,102.0029,-23.7096,-362.9572
5110.677,18480.61,0,969.0909,1288.541,-20.74107,57.26215,-23.73601,-372.5525
5116.103,20225.24,0,57.08393,1030.62,-25.82937,89.75509,-23.92925,-364.7198
5121.528,21521.7,0,-748.8241,69.48676,-29.42982,174.8772,-24.46587,-358.9708
5126.953,16278.69,0,-917.9988,318.5914,-24.95964,161.922,-24.54732,-360.4469
5132.378,15696.72,0,-179.7968,-498.3248,-29.53766,-111.6374,-24.71424,-361.7104
5137.804,9998.876,0,-173.839,-863.4334,-21.28277,-106.2349,-25.06698,-374.2272
5143.229,8252.749,0,-520.9753,-109.6304,-24.33984,-168.8324,-25.88552,-377.5063
5148.654,13956.13,0,723.9785,213.6801,-24.87649,17.36897,-25.75268,-373.7416
5154.08,9193.054,0,34.57738,-629.8967,-23.25851,-90.79244,-25.78626,-373.2123
5159.505,12253.57,0,-368.0571,-642.2437,-24.64618,-122.7291,-26.0216,-375.7512
5164.931,12705.72,0,-1121.998,-313.4014,-21.49112,-165.692,-26.26861,-379.9782
5170.356,15988.31,0,235.7058,566.2787,-28.19814,69.45994,-26.55065,-382.5767
5175.781,16850.84,0,60.08292,385.9846,-32.66832,82.46914,-26.39511,-387.1363
5181.207,15592.58,0,-705.5355,445.3719,-25.81904,149.303,-26.3025,-403.748
5186.632,17174.99,0,-549.7074,720.4495,-25.83412,129.6714,-26.16137,-406.5934
5192.057,16557.3,0,-490.5504,-255.7078,-29.77678,-153.3278,-26.16127,-399.1491
5197.482,12810.8,0,67.77715,-10.4762,-45.38124,-8.833678,-27.03357,-388.7411
5202.908,10133.48,0,-123.9206,570.4077,-24.91016,105.4399,-27.07088,-378.3176
5208.333,11349.16,0,-174.5191,834.3779,-22.64132,105.955,-26.88158,-378.5856
5213.759,14356.92,0,424.1997,1028.735,-21.97628,71.81397,-26.78265,-378.5499
5219.184,14568.74,0,841.6569,185.9498,-24.04268,13.23449,-26.93375,-380.2266
5224.609,12431.37,0,551.0572,24.77786,-26.66387,2.694024,-26.93491,-366.8416
5230.035,13730.84,0,947.223,-92.54489,-22.563,-5.994936,-26.77179,-365.44
5235.46,14143.55,0,-619.8978,-68.39104,-27.4849,-173.9697,-26.49262,-375.7829
5240.885,15907.22,0,-170.6345,1270.282,-21.99592,102.1681,-26.85058,-385.2708
5246.311,12989.46,0,307.5707,290.6498,-29.53556,44.6927,-26.90419,-392.6022
5251.736,17910.52,0,-69.84341,174.8276,-39.6011,112.3337,-26.74574,-383.8748
5257.162,13099.51,0,471.4677,518.3483,-25.12351,50.06219,-25.9624,-379.3281
5262.587,5655.558,0,460.1551,87.56688,-20.90104,11.74009,-25.95326,-392.0572
5268.012,10662.03,0,79.96394,-923.746,-21.18091,-90.04144,-25.93618,-389.3433
5273.438,17003.92,0,-661.1979,-280.2291,-27.81936,-157.9406,-26.44673,-393.6185
5278.863,18471.54,0,-572.1222,1498.957,-21.51542,115.3914,-26.23309,-399.687
5284.288,20314.82,0,-115.3147,1175.654,-24.77261,98.89543,-25.98977,-405.7354
5289.713,13025.64,0,-417.5551,-450.718,-26.80577,-134.733,-26.00471,-412.1676
5295.139,10547.19,0,146.9408,-169.0972,-33.33624,-49.94175,-25.99357,-411.6211
5300.564,18731.25,0,741.7189,-319.0019,-26.95989,-24.28769,-26.2541,-413.8841
5305.99,16755.73,0,671.9745,366.9766,-26.44939,29.94677,-26.52777,-421.4673
5311.415,13577,0,45.51659,482.1087,-28.93098,86.64712,-26.17296,-435.1436
5316.84,9948.703,0,-577.4545,-201.3784,-24.71819,-161.8706,-26.82708,-444.1059
5322.266,4767.767,0,-375.2323,125.1721,-22.28266,162.9462,-26.98979,-447.4363
5327.691,10837.89,0,234.3379,-74.17146,-32.69775,-17.96414,-27.23918,-435.9421
5333.116,13164.69,0,-456.5755,-1366.429,-19.55642,-114.2049,-26.93121,-436.7433
5338.542,16448.82,0,-723.6893,-1244.581,-21.55405,-124.3221,-27.05166,-433.6901
5343.967,16708.74,0,-948.2792,-843.7979,-22.87668,-141.0727,-27.22847,-431.3462
5349.393,14555.47,0,-625.5831,-206.7444,-27.25097,-162.4924,-26.8263,-421.5255
5354.818,12396.48,0,310.1016,407.2794,-27.46718,54.64442,-26.16971,-414.3672
5360.243,9214.5,0,-64.08025,-146.3194,-35.28264,-114.5544,-26.01915,-411.7233
5365.668,9747.994,0,-245.6941,-22.62108,-32.14998,-174.8693,-25.75274,-414.1252
5371.094,11816.03,0,-100.5102,-91.44005,-38.8601,-138.145,-25.67044,-418.9377
5376.519,12844.58,0,430.0999,-621.8453,-24.31794,-58.19785,-25.55692,-403.3305
5381.944,8186.738,0,-353.2352,204.2115,-26.41806,151.3369,-25.43848,-419.3845
5387.37,14214.51,0,-1323.205,-132.6088,-21.35212,-174.766,-25.29301,-418.9531
5392.795,12253.98,0,-820.676,7.499878,-24.04481,179.5093,-25.33319,-420.8626
5398.221,7407.885,0,-241.398,157.1216,-28.48555,148.1174,-25.55281,-407.1639
5403.646,7649.337,0,370.8863,802.8828,-18.36025,71.50056,-25.83532,-395.4425
5409.071,7324.833,0,-59.39137,779.9365,-19.54798,100.384,-26.03948,-384.4238
5414.497,8321.495,0,443.3995,250.0077,-23.79801,31.23382,-26.0006,-379.8746
5419.922,6617.382,0,523.0144,-178.2189,-20.85493,-20.49175,-25.56096,-382.9853
5425.347,9189.471,0,373.5982,-91.89388,-27.20257,-14.41592,-25.7084,-381.9438
5430.772,14471.65,0,-1152.255,314.6321,-22.33428,165.8809,-24.89541,-373.7794
5436.198,15463.62,0,-1751.405,-198.7686,-19.79542,-174.1867,-24.67598,-373.636
5441.623,9062.622,0,285.9247,-43.34979,-29.643,-8.904101,-24.68026,-382.7411
5447.049,6489.72,0,-596.5076,-321.049,-20.40009,-154.3043,-24.89479,-375.1318
5452.474,14368.53,0,-707.0457,222.8781,-26.16605,163.3509,-24.71788,-385.669
5457.899,19123.14,0,-158.0253,681.6533,-28.80947,105.0769,-24.455,-393.1618
5463.325,15538.73,0,156.0014,376.5743,-31.5384,68.89985,-25.30656,-393.0061
5468.75,14792.75,0,-612.9251,371.2464,-26.65072,150.1773,-25.89883,-402.2789
5474.175,12044.29,0,-631.6345,-1.410965,-26.05025,-179.8784,-25.95552,-400.3235
5479.601,11596.7,0,-180.6515,-93.87936,-35.24616,-152.9971,-26.7691,-394.696
5485.026,10861.12,0,709.6007,424.8752,-21.78733,33.3078,-27.03349,-390.0748
5490.451,11637.87,0,718.8416,-875.2552,-19.70989,-55.1869,-27.45664,-400.9259
5495.877,11978.52,0,429.2533,-337.7332,-26.50795,-39.87041,-27.6859,-399.489
5501.302,11261.68,0,529.9849,-134.6195,-25.85724,-14.97077,-27.96634,-167.6874
5506.728,14469.71,0,1017.523,-804.9797,-20.32965,-41.77262,-28.02264,-160.8522
5512.153,8720.571,0,572.6455,-86.81093,-22.96504,-9.230618,-27.87972,-148.9043
5517.578,9377.909,0,39.86503,138.3,-36.24299,74.76886,-27.4538,-146.2069
5523.003,12765.87,0,-16.30263,-321.2925,-31.98566,-94.34462,-28.67292,-138.0737
5528.429,6797.478,0,132.9561,351.4819,-24.98858,72.29866,-29.22632,-162.6633
5533.854,8881.016,0,-13.67425,111.9304,-37.94001,97.68614,-31.39175,-201.8523
5539.279,21782.19,0,75.41435,494.2744,-32.75485,82.62937,-30.30272,-206.6781
5544.705,21981.41,0,292.4483,-519.4779,-31.22029,-61.99402,-29.52834,-161.1251
5550.13,13339.73,0,-648.1495,-507.6247,-24.60986,-144.0107,-24.60986,-144.0107
